Vardas                   Pavarde                  ND1       ND2       ND3       ND4       ND5       Egz.      
Vardas73975              Pavarde73975             6         4         7         5         9         2         
Vardas73976              Pavarde73976             7         7         4         7         8         1         
Vardas73977              Pavarde73977             1         8         6         7         7         7         
Vardas73978              Pavarde73978             8         2         1         1         10        8         
Vardas73979              Pavarde73979             4         8         9         10        9         1         
Vardas73980              Pavarde73980             2         3         9         10        9         6         
Vardas73981              Pavarde73981             7         6         7         6         5         7         
Vardas73982              Pavarde73982             5         6         10        5         7         6         
Vardas73983              Pavarde73983             1         9         4         2         7         2         
Vardas73984              Pavarde73984             2         5         10        5         10        2         
Vardas73985              Pavarde73985             2         6         1         10        6         6         
Vardas73986              Pavarde73986             9         7         3         4         9         5         
Vardas73987              Pavarde73987             2         10        10        5         1         7         
Vardas73988              Pavarde73988             3         4         5         6         6         8         
Vardas73989              Pavarde73989             2         1         6         2         3         1         
Vardas73990              Pavarde73990             4         6         8         3         6         3         
Vardas73991              Pavarde73991             7         2         7         6         4         5         
Vardas73992              Pavarde73992             4         3         10        4         4         9         
Vardas73993              Pavarde73993             1         5         7         8         2         5         
Vardas73994              Pavarde73994             2         8         9         8         4         8         
Vardas73995              Pavarde73995             4         1         6         5         8         3         
Vardas73996              Pavarde73996             10        2         5         2         7         1         
Vardas73997              Pavarde73997             5         4         7         4         5         1         
Vardas73998              Pavarde73998             9         1         10        2         3         4         
Vardas73999              Pavarde73999             9         2         3         9         10        9         
Vardas74000              Pavarde74000             3         10        7         3         2         5         
Vardas74001              Pavarde74001             7         5         10        4         5         2         
Vardas74002              Pavarde74002             9         8         6         8         5         10        
Vardas74003              Pavarde74003             8         9         10        7         3         1         
Vardas74004              Pavarde74004             10        9         3         3         3         5         
Vardas74005              Pavarde74005             4         8         3         1         3         7         
Vardas74006              Pavarde74006             5         9         7         1         2         6         
Vardas74007              Pavarde74007             2         2         6         3         2         4         
Vardas74008              Pavarde74008             2         7         1         5         1         10        
Vardas74009              Pavarde74009             9         6         4         10        5         8         
Vardas74010              Pavarde74010             7         9         8         1         6         9         
Vardas74011              Pavarde74011             1         2         6         7         2         7         
Vardas74012              Pavarde74012             3         9         8         3         4         4         
Vardas74013              Pavarde74013             9         1         10        6         4         8         
Vardas74014              Pavarde74014             9         9         8         6         4         2         
Vardas74015              Pavarde74015             6         8         4         6         8         10        
Vardas74016              Pavarde74016             6         6         7         2         2         6         
Vardas74017              Pavarde74017             9         8         5         4         7         1         
Vardas74018              Pavarde74018             3         2         3         9         1         4         
Vardas74019              Pavarde74019             7         1         7         6         6         6         
Vardas74020              Pavarde74020             8         10        7         1         2         8         
Vardas74021              Pavarde74021             4         9         1         3         7         7         
Vardas74022              Pavarde74022             9         7         3         2         10        2         
Vardas74023              Pavarde74023             1         3         3         4         10        7         
Vardas74024              Pavarde74024             3         9         9         6         3         9         
Vardas74025              Pavarde74025             10        10        6         2         6         8         
Vardas74026              Pavarde74026             9         5         8         2         1         2         
Vardas74027              Pavarde74027             8         4         6         3         1         3         
Vardas74028              Pavarde74028             3         5         4         2         6         9         
Vardas74029              Pavarde74029             9         5         10        5         1         4         
Vardas74030              Pavarde74030             10        7         7         2         5         4         
Vardas74031              Pavarde74031             2         10        4         7         7         1         
Vardas74032              Pavarde74032             4         5         6         7         3         1         
Vardas74033              Pavarde74033             7         1         3         4         10        1         
Vardas74034              Pavarde74034             6         8         3         3         9         3         
Vardas74035              Pavarde74035             10        8         8         2         10        5         
Vardas74036              Pavarde74036             3         9         10        10        7         1         
Vardas74037              Pavarde74037             1         2         9         10        5         5         
Vardas74038              Pavarde74038             4         4         3         8         9         7         
Vardas74039              Pavarde74039             1         6         8         5         4         2         
Vardas74040              Pavarde74040             9         6         4         10        2         10        
Vardas74041              Pavarde74041             6         2         5         4         7         2         
Vardas74042              Pavarde74042             2         8         2         8         7         3         
Vardas74043              Pavarde74043             5         1         4         9         4         2         
Vardas74044              Pavarde74044             9         9         1         8         4         10        
Vardas74045              Pavarde74045             7         9         1         3         10        7         
Vardas74046              Pavarde74046             6         4         6         4         8         10        
Vardas74047              Pavarde74047             1         9         8         2         5         8         
Vardas74048              Pavarde74048             6         2         9         2         4         9         
Vardas74049              Pavarde74049             4         10        6         6         9         1         
Vardas74050              Pavarde74050             10        1         3         3         4         6         
Vardas74051              Pavarde74051             10        10        3         5         2         6         
Vardas74052              Pavarde74052             3         2         7         10        9         2         
Vardas74053              Pavarde74053             3         10        1         9         1         9         
Vardas74054              Pavarde74054             8         9         8         8         3         9         
Vardas74055              Pavarde74055             6         1         4         3         5         10        
Vardas74056              Pavarde74056             1         4         2         8         7         3         
Vardas74057              Pavarde74057             3         7         10        10        1         8         
Vardas74058              Pavarde74058             2         3         8         4         8         3         
Vardas74059              Pavarde74059             1         7         8         5         1         5         
Vardas74060              Pavarde74060             4         10        9         3         7         6         
Vardas74061              Pavarde74061             10        8         4         10        4         2         
Vardas74062              Pavarde74062             9         7         1         6         4         5         
Vardas74063              Pavarde74063             2         4         3         10        3         7         
Vardas74064              Pavarde74064             8         2         8         8         10        5         
Vardas74065              Pavarde74065             9         2         4         8         1         8         
Vardas74066              Pavarde74066             10        7         6         1         7         1         
Vardas74067              Pavarde74067             9         5         5         9         2         4         
Vardas74068              Pavarde74068             3         4         7         2         9         5         
Vardas74069              Pavarde74069             3         3         8         7         3         4         
Vardas74070              Pavarde74070             5         5         4         5         10        10        
Vardas74071              Pavarde74071             6         2         10        9         9         9         
Vardas74072              Pavarde74072             10        3         1         1         9         9         
Vardas74073              Pavarde74073             8         9         7         7         6         7         
Vardas74074              Pavarde74074             8         1         4         1         4         10        
Vardas74075              Pavarde74075             5         6         1         2         5         3         
Vardas74076              Pavarde74076             10        1         10        7         10        3         
Vardas74077              Pavarde74077             1         8         1         8         7         6         
Vardas74078              Pavarde74078             8         10        4         2         5         2         
Vardas74079              Pavarde74079             4         1         9         10        2         3         
Vardas74080              Pavarde74080             7         5         10        10        6         8         
Vardas74081              Pavarde74081             5         8         9         7         7         4         
Vardas74082              Pavarde74082             8         3         7         10        2         9         
Vardas74083              Pavarde74083             6         5         4         1         8         10        
Vardas74084              Pavarde74084             4         9         7         5         7         9         
Vardas74085              Pavarde74085             5         6         5         8         6         9         
Vardas74086              Pavarde74086             5         8         6         6         10        10        
Vardas74087              Pavarde74087             8         2         2         3         6         5         
Vardas74088              Pavarde74088             9         2         10        5         6         2         
Vardas74089              Pavarde74089             8         7         2         4         6         7         
Vardas74090              Pavarde74090             8         5         2         5         4         5         
Vardas74091              Pavarde74091             7         6         3         7         10        3         
Vardas74092              Pavarde74092             4         5         5         4         1         5         
Vardas74093              Pavarde74093             8         1         5         2         6         2         
Vardas74094              Pavarde74094             9         1         10        10        4         3         
Vardas74095              Pavarde74095             7         7         6         8         9         3         
Vardas74096              Pavarde74096             7         9         4         1         5         5         
Vardas74097              Pavarde74097             1         6         6         1         4         6         
Vardas74098              Pavarde74098             6         1         2         5         7         10        
Vardas74099              Pavarde74099             7         3         3         10        3         2         
Vardas74100              Pavarde74100             3         7         5         2         6         1         
Vardas74101              Pavarde74101             3         6         10        8         2         7         
Vardas74102              Pavarde74102             4         7         3         3         1         7         
Vardas74103              Pavarde74103             5         4         3         10        3         1         
Vardas74104              Pavarde74104             2         2         7         7         6         10        
Vardas74105              Pavarde74105             5         6         8         6         5         5         
Vardas74106              Pavarde74106             6         6         8         3         2         10        
Vardas74107              Pavarde74107             4         8         10        1         4         10        
Vardas74108              Pavarde74108             2         1         9         1         1         4         
Vardas74109              Pavarde74109             9         3         6         2         9         6         
Vardas74110              Pavarde74110             7         1         5         3         9         7         
Vardas74111              Pavarde74111             1         6         2         5         1         1         
Vardas74112              Pavarde74112             8         6         2         6         4         1         
Vardas74113              Pavarde74113             6         10        8         7         5         1         
Vardas74114              Pavarde74114             6         1         3         7         8         3         
Vardas74115              Pavarde74115             5         1         9         4         1         10        
Vardas74116              Pavarde74116             6         6         9         5         6         9         
Vardas74117              Pavarde74117             1         4         6         4         9         10        
Vardas74118              Pavarde74118             3         3         9         2         6         5         
Vardas74119              Pavarde74119             1         6         10        2         10        9         
Vardas74120              Pavarde74120             8         9         10        4         3         1         
Vardas74121              Pavarde74121             8         5         4         8         4         9         
Vardas74122              Pavarde74122             7         5         6         3         7         5         
Vardas74123              Pavarde74123             5         7         6         4         10        9         
Vardas74124              Pavarde74124             8         4         5         2         10        10        
Vardas74125              Pavarde74125             1         7         4         8         1         6         
Vardas74126              Pavarde74126             1         9         8         5         5         4         
Vardas74127              Pavarde74127             8         4         7         5         7         2         
Vardas74128              Pavarde74128             9         9         10        7         8         10        
Vardas74129              Pavarde74129             5         6         7         7         4         5         
Vardas74130              Pavarde74130             8         9         6         7         7         5         
Vardas74131              Pavarde74131             8         3         8         3         1         6         
Vardas74132              Pavarde74132             3         7         3         1         7         10        
Vardas74133              Pavarde74133             3         1         6         6         1         3         
Vardas74134              Pavarde74134             3         4         9         9         6         3         
Vardas74135              Pavarde74135             3         10        7         5         4         10        
Vardas74136              Pavarde74136             2         8         1         5         1         6         
Vardas74137              Pavarde74137             8         1         10        8         1         3         
Vardas74138              Pavarde74138             4         5         5         10        8         4         
Vardas74139              Pavarde74139             5         6         9         8         8         6         
Vardas74140              Pavarde74140             8         7         1         9         2         1         
Vardas74141              Pavarde74141             9         2         1         9         7         3         
Vardas74142              Pavarde74142             10        3         6         8         6         1         
Vardas74143              Pavarde74143             1         1         1         10        10        7         
Vardas74144              Pavarde74144             2         1         6         6         7         9         
Vardas74145              Pavarde74145             6         8         2         2         7         6         
Vardas74146              Pavarde74146             2         10        1         9         8         10        
Vardas74147              Pavarde74147             3         5         2         5         8         10        
Vardas74148              Pavarde74148             2         6         4         10        9         1         
Vardas74149              Pavarde74149             3         7         7         1         1         6         
Vardas74150              Pavarde74150             7         7         1         3         5         9         
Vardas74151              Pavarde74151             8         8         8         10        1         6         
Vardas74152              Pavarde74152             8         6         3         1         7         6         
Vardas74153              Pavarde74153             4         3         4         10        8         1         
Vardas74154              Pavarde74154             2         4         8         7         8         4         
Vardas74155              Pavarde74155             4         5         10        4         2         7         
Vardas74156              Pavarde74156             6         8         1         4         10        10        
Vardas74157              Pavarde74157             5         6         3         7         7         2         
Vardas74158              Pavarde74158             6         1         1         9         3         7         
Vardas74159              Pavarde74159             3         6         10        6         8         6         
Vardas74160              Pavarde74160             4         8         6         3         2         3         
Vardas74161              Pavarde74161             4         5         9         7         9         3         
Vardas74162              Pavarde74162             7         1         2         7         6         1         
Vardas74163              Pavarde74163             8         3         1         8         9         10        
Vardas74164              Pavarde74164             1         5         8         4         5         7         
Vardas74165              Pavarde74165             9         4         7         3         3         9         
Vardas74166              Pavarde74166             7         8         6         3         7         6         
Vardas74167              Pavarde74167             1         7         3         9         10        9         
Vardas74168              Pavarde74168             10        1         4         8         10        1         
Vardas74169              Pavarde74169             9         4         7         3         7         9         
Vardas74170              Pavarde74170             5         6         5         5         7         1         
Vardas74171              Pavarde74171             4         10        4         6         2         2         
Vardas74172              Pavarde74172             3         2         6         10        5         2         
Vardas74173              Pavarde74173             9         4         8         8         1         7         
Vardas74174              Pavarde74174             5         4         5         3         1         10        
Vardas74175              Pavarde74175             5         9         5         5         1         5         
Vardas74176              Pavarde74176             2         5         5         2         4         8         
Vardas74177              Pavarde74177             1         2         8         9         2         10        
Vardas74178              Pavarde74178             1         1         1         4         5         10        
Vardas74179              Pavarde74179             2         4         3         1         4         8         
Vardas74180              Pavarde74180             9         5         7         6         2         2         
Vardas74181              Pavarde74181             9         4         7         6         8         3         
Vardas74182              Pavarde74182             3         1         1         5         3         5         
Vardas74183              Pavarde74183             2         6         3         1         7         8         
Vardas74184              Pavarde74184             3         7         6         6         6         8         
Vardas74185              Pavarde74185             2         1         2         6         5         7         
Vardas74186              Pavarde74186             8         8         9         7         4         6         
Vardas74187              Pavarde74187             5         7         6         6         6         9         
Vardas74188              Pavarde74188             5         10        2         3         8         5         
Vardas74189              Pavarde74189             7         9         2         5         10        8         
Vardas74190              Pavarde74190             1         2         5         7         4         8         
Vardas74191              Pavarde74191             3         1         6         8         6         4         
Vardas74192              Pavarde74192             10        4         10        2         7         7         
Vardas74193              Pavarde74193             4         5         2         1         10        1         
Vardas74194              Pavarde74194             5         5         3         9         3         4         
Vardas74195              Pavarde74195             1         2         4         2         7         7         
Vardas74196              Pavarde74196             10        9         5         1         6         4         
Vardas74197              Pavarde74197             7         6         10        2         3         2         
Vardas74198              Pavarde74198             9         4         8         8         8         4         
Vardas74199              Pavarde74199             2         9         6         5         8         9         
Vardas74200              Pavarde74200             6         9         9         5         9         7         
Vardas74201              Pavarde74201             5         9         9         9         2         8         
Vardas74202              Pavarde74202             7         3         10        1         8         8         
Vardas74203              Pavarde74203             4         9         10        7         5         9         
Vardas74204              Pavarde74204             1         5         10        7         1         4         
Vardas74205              Pavarde74205             10        2         8         1         3         2         
Vardas74206              Pavarde74206             2         7         2         10        1         7         
Vardas74207              Pavarde74207             2         3         3         10        10        10        
Vardas74208              Pavarde74208             4         8         6         1         8         10        
Vardas74209              Pavarde74209             1         6         5         9         2         4         
Vardas74210              Pavarde74210             4         10        10        6         3         2         
Vardas74211              Pavarde74211             5         5         9         3         4         2         
Vardas74212              Pavarde74212             10        8         4         7         7         5         
Vardas74213              Pavarde74213             9         1         6         3         9         4         
Vardas74214              Pavarde74214             6         6         3         9         8         7         
Vardas74215              Pavarde74215             9         10        4         10        9         5         
Vardas74216              Pavarde74216             7         5         5         1         1         10        
Vardas74217              Pavarde74217             4         2         10        7         1         6         
Vardas74218              Pavarde74218             5         5         9         8         7         9         
Vardas74219              Pavarde74219             4         8         1         4         10        7         
Vardas74220              Pavarde74220             3         3         8         5         8         8         
Vardas74221              Pavarde74221             2         2         3         9         1         6         
Vardas74222              Pavarde74222             10        9         8         9         2         4         
Vardas74223              Pavarde74223             10        6         2         4         9         8         
Vardas74224              Pavarde74224             5         3         10        8         5         4         
Vardas74225              Pavarde74225             10        10        6         9         8         7         
Vardas74226              Pavarde74226             3         1         5         4         6         2         
Vardas74227              Pavarde74227             3         8         4         7         7         2         
Vardas74228              Pavarde74228             5         8         10        10        7         1         
Vardas74229              Pavarde74229             3         5         8         6         9         7         
Vardas74230              Pavarde74230             5         10        3         10        6         3         
Vardas74231              Pavarde74231             6         1         7         10        3         7         
Vardas74232              Pavarde74232             2         8         7         8         5         10        
Vardas74233              Pavarde74233             1         4         3         8         9         4         
Vardas74234              Pavarde74234             5         9         6         10        4         1         
Vardas74235              Pavarde74235             6         6         8         9         6         5         
Vardas74236              Pavarde74236             5         9         7         6         9         7         
Vardas74237              Pavarde74237             4         10        9         5         6         2         
Vardas74238              Pavarde74238             2         1         4         3         9         10        
Vardas74239              Pavarde74239             8         2         7         1         6         1         
Vardas74240              Pavarde74240             3         2         10        7         10        6         
Vardas74241              Pavarde74241             3         10        3         4         1         10        
Vardas74242              Pavarde74242             3         3         1         10        8         8         
Vardas74243              Pavarde74243             4         6         4         5         3         3         
Vardas74244              Pavarde74244             6         2         1         10        2         6         
Vardas74245              Pavarde74245             1         7         10        2         10        8         
Vardas74246              Pavarde74246             6         10        9         2         10        1         
Vardas74247              Pavarde74247             2         8         9         10        2         3         
Vardas74248              Pavarde74248             5         10        5         4         3         4         
Vardas74249              Pavarde74249             1         1         7         7         10        6         
Vardas74250              Pavarde74250             4         2         6         8         7         9         
Vardas74251              Pavarde74251             1         5         9         2         9         6         
Vardas74252              Pavarde74252             1         8         3         10        3         7         
Vardas74253              Pavarde74253             9         2         2         3         2         5         
Vardas74254              Pavarde74254             5         10        1         7         5         2         
Vardas74255              Pavarde74255             7         3         2         1         4         9         
Vardas74256              Pavarde74256             5         8         3         1         1         8         
Vardas74257              Pavarde74257             3         9         10        5         5         2         
Vardas74258              Pavarde74258             3         8         2         5         4         10        
Vardas74259              Pavarde74259             1         9         7         8         2         9         
Vardas74260              Pavarde74260             2         10        4         10        1         8         
Vardas74261              Pavarde74261             8         1         5         3         1         3         
Vardas74262              Pavarde74262             6         10        1         7         9         9         
Vardas74263              Pavarde74263             3         8         10        3         5         2         
Vardas74264              Pavarde74264             1         4         1         2         5         2         
Vardas74265              Pavarde74265             5         1         3         1         10        1         
Vardas74266              Pavarde74266             5         2         4         9         2         2         
Vardas74267              Pavarde74267             7         10        3         4         7         8         
Vardas74268              Pavarde74268             8         6         5         2         2         7         
Vardas74269              Pavarde74269             9         4         2         4         1         2         
Vardas74270              Pavarde74270             2         8         8         1         7         2         
Vardas74271              Pavarde74271             4         7         7         1         8         2         
Vardas74272              Pavarde74272             1         5         6         7         5         1         
Vardas74273              Pavarde74273             2         7         4         5         9         6         
Vardas74274              Pavarde74274             9         10        6         2         3         9         
Vardas74275              Pavarde74275             6         8         6         10        8         3         
Vardas74276              Pavarde74276             1         10        6         2         2         6         
Vardas74277              Pavarde74277             7         8         9         5         6         3         
Vardas74278              Pavarde74278             2         4         4         1         5         4         
Vardas74279              Pavarde74279             1         3         7         10        10        4         
Vardas74280              Pavarde74280             4         10        2         3         1         10        
Vardas74281              Pavarde74281             2         2         5         2         2         2         
Vardas74282              Pavarde74282             5         7         3         4         2         8         
Vardas74283              Pavarde74283             5         9         8         7         6         3         
Vardas74284              Pavarde74284             9         10        1         2         1         10        
Vardas74285              Pavarde74285             6         3         8         8         9         2         
Vardas74286              Pavarde74286             5         5         10        10        8         2         
Vardas74287              Pavarde74287             3         1         3         7         10        8         
Vardas74288              Pavarde74288             6         6         5         5         3         7         
Vardas74289              Pavarde74289             4         2         1         9         3         2         
Vardas74290              Pavarde74290             3         3         8         6         1         7         
Vardas74291              Pavarde74291             1         2         4         1         10        8         
Vardas74292              Pavarde74292             3         9         4         1         7         5         
Vardas74293              Pavarde74293             6         2         8         6         6         10        
Vardas74294              Pavarde74294             10        7         1         6         2         3         
Vardas74295              Pavarde74295             10        1         8         9         7         6         
Vardas74296              Pavarde74296             5         10        3         1         1         2         
Vardas74297              Pavarde74297             7         2         2         8         8         7         
Vardas74298              Pavarde74298             7         10        4         9         10        8         
Vardas74299              Pavarde74299             3         6         3         8         7         3         
Vardas74300              Pavarde74300             7         5         2         9         5         6         
Vardas74301              Pavarde74301             10        1         10        9         3         2         
Vardas74302              Pavarde74302             7         3         10        8         6         10        
Vardas74303              Pavarde74303             4         7         10        2         5         9         
Vardas74304              Pavarde74304             2         7         5         4         2         10        
Vardas74305              Pavarde74305             10        8         2         6         7         4         
Vardas74306              Pavarde74306             3         2         8         7         1         2         
Vardas74307              Pavarde74307             5         7         10        10        7         4         
Vardas74308              Pavarde74308             1         3         9         7         8         10        
Vardas74309              Pavarde74309             1         10        8         4         10        3         
Vardas74310              Pavarde74310             3         1         6         10        6         10        
Vardas74311              Pavarde74311             6         10        6         5         3         2         
Vardas74312              Pavarde74312             3         5         9         7         4         4         
Vardas74313              Pavarde74313             5         5         8         7         1         2         
Vardas74314              Pavarde74314             4         4         3         7         2         5         
Vardas74315              Pavarde74315             6         8         1         10        9         5         
Vardas74316              Pavarde74316             1         9         6         10        9         6         
Vardas74317              Pavarde74317             4         10        5         4         2         1         
Vardas74318              Pavarde74318             9         5         3         5         8         3         
Vardas74319              Pavarde74319             5         9         8         9         3         9         
Vardas74320              Pavarde74320             7         4         6         9         5         1         
Vardas74321              Pavarde74321             6         4         8         4         4         4         
Vardas74322              Pavarde74322             2         3         6         6         3         1         
Vardas74323              Pavarde74323             9         10        10        2         6         1         
Vardas74324              Pavarde74324             5         6         3         10        3         7         
Vardas74325              Pavarde74325             10        8         7         8         8         1         
Vardas74326              Pavarde74326             1         5         8         5         2         2         
Vardas74327              Pavarde74327             5         6         10        10        4         1         
Vardas74328              Pavarde74328             1         9         8         1         1         7         
Vardas74329              Pavarde74329             5         1         5         5         3         1         
Vardas74330              Pavarde74330             4         8         4         1         10        6         
Vardas74331              Pavarde74331             1         6         10        9         2         10        
Vardas74332              Pavarde74332             5         10        6         4         6         6         
Vardas74333              Pavarde74333             6         7         6         2         7         5         
Vardas74334              Pavarde74334             9         7         3         7         7         6         
Vardas74335              Pavarde74335             8         7         3         10        9         2         
Vardas74336              Pavarde74336             9         2         8         10        10        1         
Vardas74337              Pavarde74337             7         3         4         8         4         3         
Vardas74338              Pavarde74338             4         8         3         5         3         2         
Vardas74339              Pavarde74339             1         7         2         10        9         9         
Vardas74340              Pavarde74340             8         1         2         4         8         10        
Vardas74341              Pavarde74341             1         1         6         1         3         2         
Vardas74342              Pavarde74342             9         10        7         3         7         5         
Vardas74343              Pavarde74343             4         5         1         8         4         6         
Vardas74344              Pavarde74344             4         4         1         9         7         2         
Vardas74345              Pavarde74345             1         10        8         3         2         4         
Vardas74346              Pavarde74346             7         10        2         3         10        4         
Vardas74347              Pavarde74347             4         5         2         5         5         1         
Vardas74348              Pavarde74348             8         6         7         7         10        6         
Vardas74349              Pavarde74349             7         8         2         1         1         6         
Vardas74350              Pavarde74350             8         4         2         3         6         2         
Vardas74351              Pavarde74351             8         3         6         7         9         7         
Vardas74352              Pavarde74352             8         8         4         10        5         5         
Vardas74353              Pavarde74353             10        6         8         2         2         2         
Vardas74354              Pavarde74354             2         2         7         4         1         2         
Vardas74355              Pavarde74355             6         9         7         3         9         10        
Vardas74356              Pavarde74356             3         7         4         2         10        1         
Vardas74357              Pavarde74357             3         9         4         5         2         1         
Vardas74358              Pavarde74358             5         8         7         9         5         1         
Vardas74359              Pavarde74359             10        6         10        2         1         3         
Vardas74360              Pavarde74360             10        7         10        5         4         5         
Vardas74361              Pavarde74361             6         3         2         7         5         3         
Vardas74362              Pavarde74362             2         7         8         1         8         8         
Vardas74363              Pavarde74363             1         4         1         5         1         2         
Vardas74364              Pavarde74364             6         7         7         7         1         3         
Vardas74365              Pavarde74365             3         7         9         5         8         8         
Vardas74366              Pavarde74366             6         2         7         2         4         9         
Vardas74367              Pavarde74367             4         6         5         2         3         6         
Vardas74368              Pavarde74368             5         3         4         3         8         2         
Vardas74369              Pavarde74369             4         9         2         4         7         3         
Vardas74370              Pavarde74370             2         2         6         9         9         6         
Vardas74371              Pavarde74371             2         6         2         8         10        3         
Vardas74372              Pavarde74372             2         2         6         7         3         6         
Vardas74373              Pavarde74373             5         7         1         9         3         1         
Vardas74374              Pavarde74374             9         7         1         9         1         3         
Vardas74375              Pavarde74375             7         6         10        1         10        9         
Vardas74376              Pavarde74376             1         9         3         2         9         5         
Vardas74377              Pavarde74377             6         1         8         5         7         5         
Vardas74378              Pavarde74378             10        6         5         10        8         8         
Vardas74379              Pavarde74379             2         10        10        8         10        9         
Vardas74380              Pavarde74380             3         5         5         5         10        4         
