Vardas                   Pavarde                  ND1       ND2       ND3       ND4       ND5       Egz.      
Vardas8884               Pavarde8884              2         6         5         7         9         9         
Vardas8885               Pavarde8885              9         4         4         6         1         9         
Vardas8886               Pavarde8886              7         10        3         5         3         8         
Vardas8887               Pavarde8887              5         4         7         2         9         7         
Vardas8888               Pavarde8888              2         9         6         6         6         4         
Vardas8889               Pavarde8889              3         8         8         7         2         4         
Vardas8890               Pavarde8890              10        2         10        3         8         5         
Vardas8891               Pavarde8891              1         2         3         1         1         6         
Vardas8892               Pavarde8892              4         9         9         6         4         6         
Vardas8893               Pavarde8893              5         3         2         10        4         5         
Vardas8894               Pavarde8894              6         10        5         7         4         2         
Vardas8895               Pavarde8895              9         6         4         3         7         8         
Vardas8896               Pavarde8896              3         5         6         8         2         5         
Vardas8897               Pavarde8897              8         7         10        3         6         4         
Vardas8898               Pavarde8898              4         9         7         4         10        6         
Vardas8899               Pavarde8899              1         1         2         6         3         7         
Vardas8900               Pavarde8900              3         8         8         9         7         5         
Vardas8901               Pavarde8901              6         1         6         7         8         6         
Vardas8902               Pavarde8902              7         3         9         3         5         1         
Vardas8903               Pavarde8903              3         9         8         8         6         3         
Vardas8904               Pavarde8904              8         8         7         10        6         7         
Vardas8905               Pavarde8905              5         7         8         3         9         2         
Vardas8906               Pavarde8906              2         10        3         4         8         6         
Vardas8907               Pavarde8907              5         5         6         4         10        8         
Vardas8908               Pavarde8908              5         4         8         7         10        10        
Vardas8909               Pavarde8909              10        7         9         3         9         9         
Vardas8910               Pavarde8910              9         8         1         10        1         8         
Vardas8911               Pavarde8911              3         9         8         8         7         8         
Vardas8912               Pavarde8912              6         2         1         4         1         6         
Vardas8913               Pavarde8913              10        6         7         4         9         8         
Vardas8914               Pavarde8914              9         7         2         5         2         4         
Vardas8915               Pavarde8915              10        7         9         7         2         2         
Vardas8916               Pavarde8916              8         3         5         7         6         6         
Vardas8917               Pavarde8917              10        5         5         9         2         4         
Vardas8918               Pavarde8918              6         7         5         2         5         9         
Vardas8919               Pavarde8919              10        10        10        6         10        7         
Vardas8920               Pavarde8920              3         3         3         5         1         2         
Vardas8921               Pavarde8921              5         7         2         2         5         6         
Vardas8922               Pavarde8922              5         8         9         10        7         3         
Vardas8923               Pavarde8923              6         6         9         10        6         9         
Vardas8924               Pavarde8924              10        9         4         5         2         8         
Vardas8925               Pavarde8925              7         1         1         1         10        4         
Vardas8926               Pavarde8926              5         4         10        6         9         10        
Vardas8927               Pavarde8927              2         5         1         4         6         9         
Vardas8928               Pavarde8928              2         5         6         9         2         5         
Vardas8929               Pavarde8929              1         10        2         7         5         9         
Vardas8930               Pavarde8930              3         6         6         4         2         10        
Vardas8931               Pavarde8931              10        1         2         3         2         3         
Vardas8932               Pavarde8932              2         10        3         6         10        5         
Vardas8933               Pavarde8933              1         2         5         4         9         6         
Vardas8934               Pavarde8934              3         9         7         2         4         8         
Vardas8935               Pavarde8935              2         5         3         10        6         2         
Vardas8936               Pavarde8936              9         5         2         10        1         9         
Vardas8937               Pavarde8937              2         6         4         10        5         6         
Vardas8938               Pavarde8938              6         9         8         5         1         5         
Vardas8939               Pavarde8939              10        7         4         4         7         3         
Vardas8940               Pavarde8940              5         1         3         6         1         3         
Vardas8941               Pavarde8941              4         2         4         3         8         5         
Vardas8942               Pavarde8942              2         3         5         5         2         2         
Vardas8943               Pavarde8943              6         9         7         8         2         3         
Vardas8944               Pavarde8944              4         5         7         3         1         3         
Vardas8945               Pavarde8945              5         5         8         6         6         3         
Vardas8946               Pavarde8946              7         4         4         8         7         10        
Vardas8947               Pavarde8947              9         7         7         10        2         1         
Vardas8948               Pavarde8948              9         3         7         2         7         1         
Vardas8949               Pavarde8949              1         2         4         5         1         8         
Vardas8950               Pavarde8950              8         1         3         4         10        2         
Vardas8951               Pavarde8951              1         7         2         1         4         8         
Vardas8952               Pavarde8952              7         4         1         4         10        7         
Vardas8953               Pavarde8953              2         8         7         10        8         2         
Vardas8954               Pavarde8954              7         5         7         10        10        10        
Vardas8955               Pavarde8955              8         9         9         2         2         10        
Vardas8956               Pavarde8956              5         1         5         3         10        2         
Vardas8957               Pavarde8957              7         1         3         2         3         9         
Vardas8958               Pavarde8958              10        4         8         4         6         2         
Vardas8959               Pavarde8959              4         8         8         5         3         9         
Vardas8960               Pavarde8960              3         3         5         9         8         10        
Vardas8961               Pavarde8961              9         2         6         1         7         7         
Vardas8962               Pavarde8962              8         7         2         9         8         1         
Vardas8963               Pavarde8963              8         8         7         5         10        1         
Vardas8964               Pavarde8964              1         7         10        6         1         7         
Vardas8965               Pavarde8965              10        9         4         10        6         4         
Vardas8966               Pavarde8966              6         7         2         3         2         1         
Vardas8967               Pavarde8967              1         4         4         4         8         8         
Vardas8968               Pavarde8968              8         8         10        10        4         7         
Vardas8969               Pavarde8969              2         2         2         7         9         3         
Vardas8970               Pavarde8970              8         10        5         9         1         7         
Vardas8971               Pavarde8971              5         1         7         4         8         5         
Vardas8972               Pavarde8972              6         10        2         7         8         5         
Vardas8973               Pavarde8973              9         2         5         7         7         5         
Vardas8974               Pavarde8974              2         4         1         10        7         6         
Vardas8975               Pavarde8975              10        6         2         7         6         7         
Vardas8976               Pavarde8976              9         9         7         1         5         6         
Vardas8977               Pavarde8977              8         4         6         7         4         1         
Vardas8978               Pavarde8978              6         1         10        7         10        5         
Vardas8979               Pavarde8979              7         5         1         8         10        1         
Vardas8980               Pavarde8980              7         10        7         7         2         6         
Vardas8981               Pavarde8981              9         4         9         5         8         2         
Vardas8982               Pavarde8982              5         4         7         7         2         9         
Vardas8983               Pavarde8983              5         5         6         4         8         10        
Vardas8984               Pavarde8984              1         9         8         10        8         7         
Vardas8985               Pavarde8985              1         8         10        3         10        10        
Vardas8986               Pavarde8986              4         3         1         5         4         4         
Vardas8987               Pavarde8987              3         9         6         6         6         10        
Vardas8988               Pavarde8988              5         6         6         3         8         7         
Vardas8989               Pavarde8989              9         5         1         5         1         9         
Vardas8990               Pavarde8990              4         4         7         2         6         6         
Vardas8991               Pavarde8991              6         4         1         2         9         7         
Vardas8992               Pavarde8992              8         10        2         6         2         1         
Vardas8993               Pavarde8993              1         2         9         6         10        9         
Vardas8994               Pavarde8994              3         9         10        6         5         4         
Vardas8995               Pavarde8995              9         10        3         10        1         1         
Vardas8996               Pavarde8996              1         2         4         2         6         7         
Vardas8997               Pavarde8997              4         2         2         2         3         4         
Vardas8998               Pavarde8998              4         1         9         1         4         5         
Vardas8999               Pavarde8999              4         1         4         8         10        2         
Vardas9000               Pavarde9000              3         5         1         3         2         4         
Vardas9001               Pavarde9001              3         6         4         1         5         5         
Vardas9002               Pavarde9002              2         1         3         2         9         6         
Vardas9003               Pavarde9003              10        2         3         4         5         3         
Vardas9004               Pavarde9004              7         3         2         3         7         3         
Vardas9005               Pavarde9005              2         9         7         7         3         1         
Vardas9006               Pavarde9006              7         5         4         10        1         5         
Vardas9007               Pavarde9007              5         8         8         2         3         1         
Vardas9008               Pavarde9008              10        3         3         9         7         5         
Vardas9009               Pavarde9009              1         10        2         7         4         3         
Vardas9010               Pavarde9010              10        9         2         5         8         4         
Vardas9011               Pavarde9011              2         1         9         4         6         3         
Vardas9012               Pavarde9012              3         9         5         2         9         1         
Vardas9013               Pavarde9013              2         8         9         10        6         9         
Vardas9014               Pavarde9014              1         4         4         7         6         2         
Vardas9015               Pavarde9015              3         6         1         7         5         4         
Vardas9016               Pavarde9016              2         6         4         10        10        5         
Vardas9017               Pavarde9017              2         5         8         4         9         8         
Vardas9018               Pavarde9018              2         7         2         4         2         1         
Vardas9019               Pavarde9019              7         3         6         3         7         1         
Vardas9020               Pavarde9020              2         9         7         6         6         9         
Vardas9021               Pavarde9021              3         6         4         5         10        3         
Vardas9022               Pavarde9022              3         2         9         5         8         9         
Vardas9023               Pavarde9023              2         6         10        7         4         4         
Vardas9024               Pavarde9024              6         4         2         10        1         2         
Vardas9025               Pavarde9025              2         7         5         2         8         8         
Vardas9026               Pavarde9026              5         1         1         1         7         2         
Vardas9027               Pavarde9027              8         10        2         1         5         8         
Vardas9028               Pavarde9028              9         7         7         9         3         1         
Vardas9029               Pavarde9029              10        5         7         2         3         9         
Vardas9030               Pavarde9030              4         1         7         6         6         3         
Vardas9031               Pavarde9031              1         9         4         2         10        2         
Vardas9032               Pavarde9032              10        8         4         1         3         5         
Vardas9033               Pavarde9033              6         7         9         2         4         1         
Vardas9034               Pavarde9034              5         9         10        6         2         2         
Vardas9035               Pavarde9035              6         7         5         10        7         4         
Vardas9036               Pavarde9036              1         1         1         10        8         1         
Vardas9037               Pavarde9037              6         2         10        9         7         8         
Vardas9038               Pavarde9038              6         8         10        2         8         6         
Vardas9039               Pavarde9039              1         10        6         1         1         5         
Vardas9040               Pavarde9040              7         6         10        6         5         1         
Vardas9041               Pavarde9041              2         6         9         7         7         7         
Vardas9042               Pavarde9042              2         2         7         9         4         10        
Vardas9043               Pavarde9043              9         5         7         8         7         6         
Vardas9044               Pavarde9044              7         3         5         10        3         5         
Vardas9045               Pavarde9045              3         8         3         4         6         2         
Vardas9046               Pavarde9046              6         9         8         4         7         2         
Vardas9047               Pavarde9047              1         9         6         9         5         5         
Vardas9048               Pavarde9048              3         8         6         9         6         5         
Vardas9049               Pavarde9049              7         4         4         2         10        8         
Vardas9050               Pavarde9050              3         7         5         9         5         5         
Vardas9051               Pavarde9051              1         5         5         10        2         4         
Vardas9052               Pavarde9052              10        7         4         8         5         7         
Vardas9053               Pavarde9053              8         9         3         1         3         2         
Vardas9054               Pavarde9054              2         5         10        2         8         4         
Vardas9055               Pavarde9055              8         8         6         5         4         5         
Vardas9056               Pavarde9056              7         10        5         1         4         9         
Vardas9057               Pavarde9057              9         9         8         3         3         2         
Vardas9058               Pavarde9058              4         8         6         6         4         8         
Vardas9059               Pavarde9059              3         7         1         8         3         5         
Vardas9060               Pavarde9060              8         8         5         3         8         8         
Vardas9061               Pavarde9061              3         3         5         5         4         6         
Vardas9062               Pavarde9062              5         6         5         6         4         8         
Vardas9063               Pavarde9063              6         3         1         6         8         8         
Vardas9064               Pavarde9064              9         6         8         9         2         4         
Vardas9065               Pavarde9065              2         1         9         10        8         10        
Vardas9066               Pavarde9066              6         2         2         9         8         10        
Vardas9067               Pavarde9067              1         10        9         2         4         5         
Vardas9068               Pavarde9068              4         6         9         10        1         1         
Vardas9069               Pavarde9069              4         7         2         6         3         4         
Vardas9070               Pavarde9070              9         1         10        4         1         3         
Vardas9071               Pavarde9071              8         8         1         8         1         6         
Vardas9072               Pavarde9072              7         10        10        5         8         3         
Vardas9073               Pavarde9073              6         9         4         5         2         2         
Vardas9074               Pavarde9074              4         6         9         3         6         1         
Vardas9075               Pavarde9075              6         3         9         10        8         4         
Vardas9076               Pavarde9076              1         4         9         6         9         3         
Vardas9077               Pavarde9077              9         9         3         8         5         8         
Vardas9078               Pavarde9078              5         6         3         7         7         8         
Vardas9079               Pavarde9079              9         4         9         5         10        2         
Vardas9080               Pavarde9080              3         8         5         10        8         3         
Vardas9081               Pavarde9081              1         1         2         9         4         8         
Vardas9082               Pavarde9082              8         2         9         4         5         6         
Vardas9083               Pavarde9083              3         8         10        2         1         6         
Vardas9084               Pavarde9084              6         10        6         8         10        4         
Vardas9085               Pavarde9085              4         5         1         1         8         5         
Vardas9086               Pavarde9086              4         1         10        6         6         6         
Vardas9087               Pavarde9087              2         4         4         4         3         8         
Vardas9088               Pavarde9088              8         7         10        6         4         5         
Vardas9089               Pavarde9089              8         9         10        3         1         2         
Vardas9090               Pavarde9090              7         4         1         1         8         2         
Vardas9091               Pavarde9091              5         2         10        5         3         7         
Vardas9092               Pavarde9092              3         3         2         4         4         4         
Vardas9093               Pavarde9093              9         1         3         9         3         3         
Vardas9094               Pavarde9094              3         10        7         10        10        5         
Vardas9095               Pavarde9095              9         9         10        8         10        3         
Vardas9096               Pavarde9096              6         6         3         7         7         6         
Vardas9097               Pavarde9097              8         10        1         4         1         5         
Vardas9098               Pavarde9098              2         4         7         4         5         5         
Vardas9099               Pavarde9099              6         4         4         1         10        7         
Vardas9100               Pavarde9100              7         3         7         1         8         7         
Vardas9101               Pavarde9101              4         5         4         9         3         6         
Vardas9102               Pavarde9102              4         2         7         6         1         7         
Vardas9103               Pavarde9103              8         1         5         10        2         2         
Vardas9104               Pavarde9104              9         10        4         7         6         7         
Vardas9105               Pavarde9105              3         2         10        2         9         6         
Vardas9106               Pavarde9106              6         3         10        6         1         3         
Vardas9107               Pavarde9107              6         3         7         4         2         3         
Vardas9108               Pavarde9108              3         9         7         10        8         7         
Vardas9109               Pavarde9109              8         10        9         4         9         3         
Vardas9110               Pavarde9110              4         2         10        7         2         9         
Vardas9111               Pavarde9111              6         5         5         1         6         8         
Vardas9112               Pavarde9112              6         1         7         9         8         3         
Vardas9113               Pavarde9113              8         8         9         7         8         5         
Vardas9114               Pavarde9114              6         2         5         1         2         10        
Vardas9115               Pavarde9115              8         7         2         10        1         6         
Vardas9116               Pavarde9116              6         3         3         4         8         8         
Vardas9117               Pavarde9117              4         1         6         6         3         6         
Vardas9118               Pavarde9118              1         10        8         6         7         10        
Vardas9119               Pavarde9119              4         10        1         2         3         7         
Vardas9120               Pavarde9120              7         1         5         1         8         8         
Vardas9121               Pavarde9121              6         1         8         3         5         3         
Vardas9122               Pavarde9122              1         8         2         7         2         3         
Vardas9123               Pavarde9123              1         10        4         10        4         2         
Vardas9124               Pavarde9124              5         7         6         7         5         4         
Vardas9125               Pavarde9125              7         8         7         1         5         7         
Vardas9126               Pavarde9126              8         10        1         3         5         7         
Vardas9127               Pavarde9127              5         9         8         4         1         5         
Vardas9128               Pavarde9128              9         8         7         2         4         4         
Vardas9129               Pavarde9129              5         6         2         1         9         8         
Vardas9130               Pavarde9130              5         5         6         8         6         6         
Vardas9131               Pavarde9131              6         5         5         9         4         4         
Vardas9132               Pavarde9132              4         7         8         6         3         2         
Vardas9133               Pavarde9133              5         4         4         2         3         3         
Vardas9134               Pavarde9134              3         4         5         6         8         10        
Vardas9135               Pavarde9135              3         5         5         10        8         6         
Vardas9136               Pavarde9136              3         4         4         3         3         7         
Vardas9137               Pavarde9137              8         7         3         9         2         1         
Vardas9138               Pavarde9138              10        5         5         4         4         4         
Vardas9139               Pavarde9139              8         1         10        1         8         7         
Vardas9140               Pavarde9140              6         1         2         2         2         10        
Vardas9141               Pavarde9141              5         2         6         7         7         2         
Vardas9142               Pavarde9142              9         9         5         4         6         6         
Vardas9143               Pavarde9143              7         2         2         2         9         9         
Vardas9144               Pavarde9144              7         1         6         5         9         4         
Vardas9145               Pavarde9145              8         2         4         5         3         5         
Vardas9146               Pavarde9146              6         6         9         2         7         7         
Vardas9147               Pavarde9147              10        6         1         4         9         7         
Vardas9148               Pavarde9148              6         1         6         9         6         6         
Vardas9149               Pavarde9149              2         7         7         6         7         9         
Vardas9150               Pavarde9150              1         8         7         6         7         2         
Vardas9151               Pavarde9151              9         2         7         10        4         7         
Vardas9152               Pavarde9152              2         3         7         1         8         5         
Vardas9153               Pavarde9153              6         1         4         5         9         6         
Vardas9154               Pavarde9154              3         1         6         8         1         8         
Vardas9155               Pavarde9155              4         9         7         7         8         4         
Vardas9156               Pavarde9156              10        3         10        6         2         1         
Vardas9157               Pavarde9157              1         2         2         7         4         7         
Vardas9158               Pavarde9158              7         6         10        10        6         9         
Vardas9159               Pavarde9159              9         3         2         2         4         10        
Vardas9160               Pavarde9160              1         1         7         8         7         8         
Vardas9161               Pavarde9161              7         7         6         7         6         4         
Vardas9162               Pavarde9162              3         10        10        7         1         5         
Vardas9163               Pavarde9163              5         3         3         2         1         1         
Vardas9164               Pavarde9164              1         6         1         4         8         10        
Vardas9165               Pavarde9165              1         3         7         10        4         1         
Vardas9166               Pavarde9166              5         10        1         7         1         2         
Vardas9167               Pavarde9167              2         2         3         2         7         3         
Vardas9168               Pavarde9168              10        7         2         2         2         5         
Vardas9169               Pavarde9169              10        8         3         1         9         10        
Vardas9170               Pavarde9170              10        8         10        6         2         9         
Vardas9171               Pavarde9171              3         6         3         3         3         9         
Vardas9172               Pavarde9172              10        9         10        7         1         7         
Vardas9173               Pavarde9173              9         3         7         6         9         5         
Vardas9174               Pavarde9174              7         4         2         1         4         5         
Vardas9175               Pavarde9175              8         2         8         9         9         9         
Vardas9176               Pavarde9176              8         8         10        4         6         9         
Vardas9177               Pavarde9177              2         3         1         6         10        3         
Vardas9178               Pavarde9178              3         6         4         4         7         6         
Vardas9179               Pavarde9179              9         10        7         2         5         8         
Vardas9180               Pavarde9180              5         3         10        5         10        1         
Vardas9181               Pavarde9181              1         10        5         7         4         9         
Vardas9182               Pavarde9182              5         7         10        2         3         8         
Vardas9183               Pavarde9183              5         4         9         8         8         6         
Vardas9184               Pavarde9184              5         10        5         8         10        6         
Vardas9185               Pavarde9185              8         4         3         8         7         5         
Vardas9186               Pavarde9186              9         5         8         5         9         1         
Vardas9187               Pavarde9187              6         5         1         2         7         10        
Vardas9188               Pavarde9188              7         9         9         2         2         4         
Vardas9189               Pavarde9189              7         6         9         7         8         2         
Vardas9190               Pavarde9190              6         4         1         3         1         6         
Vardas9191               Pavarde9191              1         1         6         6         2         8         
Vardas9192               Pavarde9192              2         5         7         10        1         5         
Vardas9193               Pavarde9193              6         7         1         5         6         1         
Vardas9194               Pavarde9194              10        1         2         8         9         10        
Vardas9195               Pavarde9195              5         4         1         1         3         5         
Vardas9196               Pavarde9196              10        8         1         6         5         2         
Vardas9197               Pavarde9197              9         7         4         4         1         3         
Vardas9198               Pavarde9198              10        3         5         6         9         6         
Vardas9199               Pavarde9199              5         4         4         10        5         3         
Vardas9200               Pavarde9200              10        5         5         5         8         10        
Vardas9201               Pavarde9201              2         10        1         3         4         8         
Vardas9202               Pavarde9202              5         7         7         8         8         8         
Vardas9203               Pavarde9203              9         6         4         2         5         2         
Vardas9204               Pavarde9204              5         6         8         9         5         3         
Vardas9205               Pavarde9205              4         3         9         10        6         4         
Vardas9206               Pavarde9206              6         1         8         6         10        4         
Vardas9207               Pavarde9207              8         6         1         3         4         4         
Vardas9208               Pavarde9208              6         6         6         7         3         6         
Vardas9209               Pavarde9209              3         7         10        3         1         7         
Vardas9210               Pavarde9210              8         1         3         9         8         10        
Vardas9211               Pavarde9211              10        2         6         5         6         9         
Vardas9212               Pavarde9212              5         4         6         2         7         4         
Vardas9213               Pavarde9213              2         10        10        5         6         10        
Vardas9214               Pavarde9214              10        4         4         9         9         5         
Vardas9215               Pavarde9215              8         2         2         5         9         2         
Vardas9216               Pavarde9216              4         7         5         10        3         10        
Vardas9217               Pavarde9217              4         1         5         6         5         4         
Vardas9218               Pavarde9218              7         9         10        3         1         2         
Vardas9219               Pavarde9219              9         8         10        6         4         4         
Vardas9220               Pavarde9220              7         7         9         8         7         3         
Vardas9221               Pavarde9221              4         6         10        7         3         9         
Vardas9222               Pavarde9222              8         7         7         2         10        5         
Vardas9223               Pavarde9223              10        2         5         9         4         7         
Vardas9224               Pavarde9224              1         6         7         2         1         5         
Vardas9225               Pavarde9225              7         5         4         5         6         1         
Vardas9226               Pavarde9226              2         10        5         7         8         2         
Vardas9227               Pavarde9227              9         3         2         6         3         7         
Vardas9228               Pavarde9228              9         2         8         10        5         1         
Vardas9229               Pavarde9229              8         4         2         3         1         7         
Vardas9230               Pavarde9230              4         5         2         7         3         4         
Vardas9231               Pavarde9231              8         2         5         7         6         3         
Vardas9232               Pavarde9232              9         10        5         8         6         6         
Vardas9233               Pavarde9233              9         10        5         2         8         2         
Vardas9234               Pavarde9234              6         2         9         10        3         3         
Vardas9235               Pavarde9235              6         3         8         10        8         1         
Vardas9236               Pavarde9236              6         1         7         6         5         6         
Vardas9237               Pavarde9237              5         1         4         4         1         9         
Vardas9238               Pavarde9238              9         1         7         7         1         5         
Vardas9239               Pavarde9239              2         4         6         5         1         10        
Vardas9240               Pavarde9240              6         1         2         10        3         3         
Vardas9241               Pavarde9241              7         1         5         10        9         5         
Vardas9242               Pavarde9242              7         7         7         8         3         4         
Vardas9243               Pavarde9243              2         8         6         5         4         8         
Vardas9244               Pavarde9244              10        4         1         6         8         1         
Vardas9245               Pavarde9245              4         7         2         5         8         2         
Vardas9246               Pavarde9246              6         7         9         6         7         9         
Vardas9247               Pavarde9247              7         4         6         10        6         8         
Vardas9248               Pavarde9248              3         9         10        8         3         1         
Vardas9249               Pavarde9249              3         6         3         7         9         4         
Vardas9250               Pavarde9250              2         7         6         6         6         3         
Vardas9251               Pavarde9251              9         7         6         9         2         10        
Vardas9252               Pavarde9252              1         3         1         2         5         4         
Vardas9253               Pavarde9253              3         7         3         6         8         8         
Vardas9254               Pavarde9254              10        7         9         8         8         4         
Vardas9255               Pavarde9255              2         7         6         2         5         7         
Vardas9256               Pavarde9256              7         2         7         7         3         9         
Vardas9257               Pavarde9257              3         3         4         5         9         3         
Vardas9258               Pavarde9258              2         4         1         1         7         4         
Vardas9259               Pavarde9259              8         7         3         9         10        10        
Vardas9260               Pavarde9260              1         2         8         5         8         2         
Vardas9261               Pavarde9261              8         2         4         5         3         10        
Vardas9262               Pavarde9262              6         1         5         9         3         4         
Vardas9263               Pavarde9263              6         1         5         2         6         9         
Vardas9264               Pavarde9264              2         7         9         8         3         2         
Vardas9265               Pavarde9265              8         2         9         3         9         1         
Vardas9266               Pavarde9266              8         10        1         3         6         10        
Vardas9267               Pavarde9267              8         9         8         1         2         1         
Vardas9268               Pavarde9268              4         9         10        4         4         1         
Vardas9269               Pavarde9269              8         4         9         5         6         1         
Vardas9270               Pavarde9270              2         5         3         5         6         6         
Vardas9271               Pavarde9271              2         6         9         4         4         10        
Vardas9272               Pavarde9272              7         6         4         1         2         1         
Vardas9273               Pavarde9273              1         7         6         1         9         1         
Vardas9274               Pavarde9274              5         1         2         10        4         3         
Vardas9275               Pavarde9275              9         6         7         5         7         1         
Vardas9276               Pavarde9276              7         5         10        10        1         4         
Vardas9277               Pavarde9277              1         4         6         3         8         2         
Vardas9278               Pavarde9278              10        3         1         1         1         9         
Vardas9279               Pavarde9279              6         6         5         6         9         7         
Vardas9280               Pavarde9280              9         9         1         1         7         2         
Vardas9281               Pavarde9281              5         8         7         3         5         2         
Vardas9282               Pavarde9282              2         1         4         9         8         10        
Vardas9283               Pavarde9283              8         2         1         2         4         9         
Vardas9284               Pavarde9284              8         7         5         4         9         3         
Vardas9285               Pavarde9285              4         8         7         4         9         5         
Vardas9286               Pavarde9286              1         5         7         2         5         4         
Vardas9287               Pavarde9287              3         1         9         5         4         6         
Vardas9288               Pavarde9288              9         3         6         2         7         8         
Vardas9289               Pavarde9289              3         8         10        2         2         8         
